27,97,101,96,102,60,46,105
38,55,61,44,65,50,39,65
20,44,43,30,47,90,66,50
76,162,155,151,162,90,70,163
41,45,48,25,50,40,40,51
66,69,68,68,77,56,58,80
34,52,61,51,63,60,60,65
56,77,88,77,96,68,48,96
12,48,50,45,50,70,65,61
23,82,93,80,94,53,45,98
75,78,87,71,88,53,41,95
21,49,52,32,55,56,52,60
76,77,77,55,77,63,48,80
35,72,72,51,72,72,72,72
65,76,79,63,87,74,74,88
60,60,60,36,60,76,76,66
45,48,52,38,53,134,113,53
41,56,64,41,66,72,72,67
22,56,55,41,56,48,48,61
55,51,60,59,61,78,54,65
28,54,54,34,54,65,65,58
25,45,52,48,54,64,51,64
82,83,81,81,83,73,73,97
43,50,56,56,58,116,95,67
32,76,73,71,77,42,42,82
62,69,82,65,83,73,63,88
65,75,74,61,76,72,69,77
46,59,66,56,71,52,52,71
56,61,63,57,65,80,70,68
74,91,91,87,91,89,79,94
29,43,45,32,50,59,59,51
50,61,59,42,62,52,50,63
84,83,84,84,89,69,51,105
47,51,64,48,67,80,80,74
124,32,99,99,32,104,99,124
157,87,132,132,36,108,87,157
165,95,145,145,31,153,95,165
179,31,156,156,31,129,129,179
155,102,132,132,46,102,102,155
127,90,104,104,43,90,90,127
109,69,83,83,57,91,69,109
171,105,150,150,31,152,158,171
128,64,103,103,64,128,64,128
145,61,121,121,30,145,121,145
155,64,136,136,57,138,136,155
146,64,120,120,61,120,146,146
143,95,122,122,56,122,122,143
137,62,112,112,33,119,115,137
155,83,133,133,82,150,133,155
157,64,133,133,49,133,143,157
124,32,99,99,32,88,32,124
145,73,122,122,41,129,122,145
213,126,189,189,60,189,189,213
183,116,158,158,52,183,183,183
179,121,154,154,60,154,179,179
192,139,167,167,48,159,167,192
162,75,139,139,56,162,139,162
158,135,134,134,69,158,135,158
179,117,152,152,54,179,152,179
121,95,92,92,38,95,95,121
116,93,93,93,41,102,93,116
175,125,152,152,63,175,175,175
133,90,109,109,32,126,109,133
131,67,107,106,42,107,107,131
126,51,102,88,51,102,77,126
118,85,92,92,54,85,85,118
107,80,83,83,30,107,80,107
186,107,161,161,107,131,161,186
174,132,147,147,56,153,132,174
125,55,104,104,54,125,125,125
