108,60,85,85,31,129,133,108
117,92,92,92,58,105,92,117
182,140,160,160,32,106,118,182
150,63,126,126,47,162,164,150
115,80,91,91,27,149,149,115
155,64,134,115,30,112,112,155
163,88,140,140,43,137,137,163
93,53,71,71,33,136,146,93
113,68,85,85,31,156,180,113
126,93,102,102,47,100,107,126
138,63,116,116,48,136,114,138
75,49,54,33,49,110,110,75
154,66,128,128,36,120,143,154
159,131,137,137,32,106,106,159
141,90,114,114,90,141,125,141
112,61,91,91,29,158,158,112
129,106,106,106,27,153,160,129
128,104,104,104,41,161,161,128
120,82,97,97,50,71,71,120
142,77,119,115,28,121,121,142
107,49,85,85,49,154,154,107
171,116,146,146,29,116,106,171
128,95,105,105,30,134,134,128
138,55,117,117,55,161,139,139
157,90,132,132,54,142,171,157
181,38,158,158,38,121,117,181
121,79,98,98,58,61,61,121
133,91,111,109,53,123,119,133
164,101,142,142,29,151,151,164
186,89,164,164,59,121,121,186
90,209,181,181,62,229,229,209
95,160,133,133,31,120,147,160
52,231,205,177,32,62,179,231
79,167,140,139,58,108,112,167
50,119,92,92,29,225,225,119
79,175,152,147,30,124,150,175
34,148,124,124,29,134,160,148
52,133,108,77,60,148,148,133
58,157,132,132,36,174,167,157
104,213,186,157,89,138,138,213
100,173,151,151,53,151,151,173
14,146,121,121,32,179,180,146
47,157,132,104,83,224,224,157
59,147,120,120,80,211,187,147
9,157,133,130,28,181,181,157
87,168,142,142,61,143,168,168
82,174,147,140,50,186,129,174
83,217,189,189,60,109,109,217
49,186,161,161,28,167,140,186
41,158,133,133,27,140,164,158
61,167,141,141,31,154,134,167
86,153,127,127,56,72,100,153
60,183,157,157,45,137,137,183
52,122,95,95,40,148,148,122
42,183,158,158,60,168,147,183
67,138,113,113,31,120,120,138
176,210,183,183,64,169,168,210
56,195,169,169,26,114,114,195
32,122,94,94,25,138,138,122
59,136,113,83,66,161,169,136
37,32,192,37,32,239,68,192
50,32,207,53,32,189,189,207
31,46,203,46,41,184,184,203
22,33,188,20,33,206,206,188
60,64,220,66,64,230,230,220
40,31,208,62,31,226,226,208
21,33,206,52,33,224,224,206
32,32,225,49,32,211,211,225
30,32,199,32,32,214,214,199
32,32,203,42,32,194,194,203
39,32,202,42,32,198,198,202
21,32,187,29,32,183,183,188
32,32,193,36,32,195,195,193
10,32,188,30,32,210,210,188
52,48,224,61,48,210,210,224
35,61,229,71,61,189,189,229
17,32,200,48,32,239,239,200
29,32,200,41,32,208,208,200
32,32,181,32,32,266,266,181
72,32,234,73,32,199,199,234
55,58,211,58,40,199,199,211
36,32,197,36,32,210,210,197
25,35,207,58,35,201,201,207
2,67,218,63,67,236,236,218
16,43,196,44,43,186,186,201
11,52,214,48,52,191,191,214
13,50,224,48,50,243,243,224
30,32,184,33,32,201,201,184
34,34,208,39,34,213,213,208
44,63,213,53,63,189,189,213
123,111,178,195,55,212,192,195
71,70,140,156,55,267,251,157
96,78,114,132,46,216,197,132
27,63,144,166,32,159,141,166
99,120,206,225,61,145,145,225
60,154,219,236,48,134,121,237
73,122,188,209,49,147,129,209
105,154,176,194,54,149,130,195
47,94,209,229,24,213,192,229
41,125,143,162,29,255,236,162
51,123,229,244,62,183,163,244
162,71,178,195,53,187,166,195
81,137,162,180,49,198,198,180
58,111,143,163,50,184,166,163
191,126,227,247,59,171,171,247
70,149,216,238,85,199,183,238
8,32,115,134,32,197,161,134
54,144,216,237,83,114,190,237
96,151,168,186,58,178,161,186
67,85,211,230,47,131,142,230
85,124,198,215,57,146,146,215
44,62,138,157,62,184,168,157
64,188,198,216,31,248,231,216
30,62,153,170,51,222,222,170
84,95,157,180,31,162,163,180
51,64,176,194,25,140,140,194
48,120,200,219,56,207,188,219
53,92,124,141,30,217,198,141
